"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
2682,"ESNN","medium_airport","Sundsvall-Härnösand Airport",62.528099060058594,17.443899154663086,16,"EU","SE","SE-Y","Sundsvall/ Härnösand","yes","ESNN","SDL",,,"https://en.wikipedia.org/wiki/Sundsvall-H%C3%A4rn%C3%B6sand_Airport",
2683,"ESNO","medium_airport","Örnsköldsvik Airport",63.40829849243164,18.989999771118164,354,"EU","SE","SE-Y","Örnsköldsvik","yes","ESNO","OER",,,"https://en.wikipedia.org/wiki/%C3%96rnsk%C3%B6ldsvik_Airport",
2684,"ESNP","small_airport","Piteå Airfield",65.3983,21.260799,43,"EU","SE","SE-BD","Piteå","no","ESNP",,,,,
2685,"ESNQ","medium_airport","Kiruna Airport",67.821998596191,20.336799621582,1508,"EU","SE","SE-BD","Kiruna","yes","ESNQ","KRN",,"https://www.swedavia.com/kiruna/","https://en.wikipedia.org/wiki/Kiruna_Airport",
2687,"ESNS","medium_airport","Skellefteå Airport",64.62480163574219,21.076900482177734,157,"EU","SE","SE-AC","Skellefteå","yes","ESNS","SFT",,,"https://en.wikipedia.org/wiki/Skellefte%C3%A5_Airport",
2689,"ESNU","medium_airport","Umeå Airport",63.791801452637,20.282800674438,24,"EU","SE","SE-AC","Umeå","yes","ESNU","UME",,"https://www.swedavia.com/umea/","https://en.wikipedia.org/wiki/Ume%C3%A5_Airport",
2690,"ESNV","medium_airport","Vilhelmina South Lapland Airport",64.579102,16.833599,1140,"EU","SE","SE-AC","Vilhelmina","yes","ESNV","VHM",,,"https://en.wikipedia.org/wiki/Vilhelmina_Airport",
2691,"ESNX","medium_airport","Arvidsjaur Airport",65.59030151367188,19.28190040588379,1245,"EU","SE","SE-BD","Arvidsjaur","yes","ESNX","AJR",,,"https://en.wikipedia.org/wiki/Arvidsjaur_Airport",
29358,"ESNZ","medium_airport","Åre Östersund Airport",63.194135,14.500322,1233,"EU","SE","SE-Z","Östersund","yes","ESNZ","OSD",,"https://www.swedavia.com/ostersund/","https://en.wikipedia.org/wiki/%C3%85re_%C3%96stersund_Airport","F4 Frösön Air Base, ESPC"
2693,"ESOE","medium_airport","Örebro Airport",59.22370147705078,15.038000106811523,188,"EU","SE","SE-T","Örebro","yes","ESOE","ORB",,,"https://en.wikipedia.org/wiki/%C3%96rebro_Airport",
2694,"ESOH","small_airport","Hagfors Airport",60.0201,13.5789,474,"EU","SE","SE-S","Råda","yes","ESOH","HFS",,,"https://en.wikipedia.org/wiki/Hagfors_Airport",
2695,"ESOK","medium_airport","Karlstad Airport",59.444698,13.3374,352,"EU","SE","SE-S","Karlstad","yes","ESOK","KSD",,"https://www.ksdarprt.se/","https://en.wikipedia.org/wiki/Karlstad_Airport",
2696,"ESOW","medium_airport","Stockholm Västerås Airport",59.58940124511719,16.63360023498535,21,"EU","SE","SE-U","Stockholm / Västerås","yes","ESOW","VST",,,"https://en.wikipedia.org/wiki/Stockholm-V%C3%A4ster%C3%A5s_Airport",
2697,"ESPA","medium_airport","Luleå Airport",65.5438,22.122,65,"EU","SE","SE-BD","Luleå","yes","ESPA","LLA",,"https://www.swedavia.com/lulea/","https://en.wikipedia.org/wiki/Lule%C3%A5_Airport","Kallax Air Base"
2699,"ESPE","small_airport","Vidsel Air Base",65.875298,20.1499,597,"EU","SE","SE-BD","Vidsel","no","ESPE",,,,"https://en.wikipedia.org/wiki/Vidsel_Air_Base",
2701,"ESSA","large_airport","Stockholm-Arlanda Airport",59.64849,17.928829,137,"EU","SE","SE-AB","Stockholm","yes","ESSA","ARN",,"http://www.swedavia.se/arlanda/","https://en.wikipedia.org/wiki/Stockholm-Arlanda_Airport",
2702,"ESSB","medium_airport","Stockholm-Bromma Airport",59.354400634765625,17.941699981689453,47,"EU","SE","SE-AB","Stockholm","yes","ESSB","BMA",,,"https://en.wikipedia.org/wiki/Stockholm-Bromma_Airport",
2703,"ESSD","medium_airport","Dala Airport",60.422001,15.5152,503,"EU","SE","SE-W","Borlange","yes","ESSD","BLE",,"https://www.dalaflyget.se/","https://en.wikipedia.org/wiki/Borl%C3%A4nge_Airport",
2706,"ESSL","medium_airport","Linköping City Airport",58.4062004089,15.680500030500001,172,"EU","SE","SE-E","Linköping","yes","ESSL","LPI",,"http://www.linkopingsflygplats.se/","https://en.wikipedia.org/wiki/Link%C3%B6ping_SAAB_Airport",
2707,"ESSP","medium_airport","Norrköping Airport",58.586299896240234,16.250600814819336,32,"EU","SE","SE-E","Norrköping","yes","ESSP","NRK",,,"https://en.wikipedia.org/wiki/Norrk%C3%B6ping_Airport","Kungsangen"
2708,"ESST","medium_airport","Torsby Airport",60.1576,12.9913,393,"EU","SE","SE-S","Torsby","yes","ESST","TYF",,"http://www.torsbyflygplats.se","https://en.wikipedia.org/wiki/Torsby_Airport",
2709,"ESSU","medium_airport","Eskilstuna Airport",59.351101,16.708401,139,"EU","SE","SE-D","Eskilstuna","no","ESSU","EKT",,"https://www.eskilstunaflygplats.se/","https://en.wikipedia.org/wiki/Eskilstuna_Airport",
2710,"ESSV","medium_airport","Visby Airport",57.662799835205,18.346200942993,164,"EU","SE","SE-I","Visby","yes","ESSV","VBY",,"https://www.swedavia.com/visby/","https://en.wikipedia.org/wiki/Visby_Airport",
2711,"ESTA","medium_airport","Ängelholm-Helsingborg Airport",56.29610061645508,12.847100257873535,68,"EU","SE","SE-M","Ängelholm","yes","ESTA","AGH",,"http://www.lfv.se/templates/LFV_AirportStartPage____4777.aspx","https://en.wikipedia.org/wiki/%C3%84ngelholm-Helsingborg_Airport","ESDB, Ängelholm Air Base"
2712,"ESTL","medium_airport","Ljungbyhed Airfield",56.082802,13.2125,140,"EU","SE","SE-M","Ljungbyhed","no","ESTL",,,,"https://sv.wikipedia.org/wiki/Ljungbyheds_flygplats",
2715,"ESUP","small_airport","Pajala Airport",67.244569,23.074894,542,"EU","SE","SE-BD",,"yes","ESUP","PJA",,,"https://en.wikipedia.org/wiki/Pajala_Airport",
2716,"ESUT","small_airport","Hemavan Airport",65.806099,15.0828,1503,"EU","SE","SE-AC","Hemavan","yes","ESUT","HMV",,,"https://en.wikipedia.org/wiki/Hemavan_Airport",
